id,title,overview,popularity,release_date,vote_average,vote_count,genre_ids,genres,log_popularity,popularity_bin
1142518,Freedom,"Inspired by the true events of one of France's most notorious non-violent robbers, Bruno Sulak, in the 1980s. He led multiple heists, then captured public attention for his many daring escapes from police custody...always to reunite with his beloved lover and accomplice Annie, becoming both France's Public Enemy #1 and an icon of Freedom.",827.695,2024-11-01,6.6,54,"[28, 10749, 18]","['Action', 'Romance', 'Drama']",6.719852174290276,Top
580489,Venom: Let There Be Carnage,"After finding a host body in investigative reporter Eddie Brock, the alien symbiote must face a new enemy, Carnage, the alter ego of serial killer Cletus Kasady.",724.2,2021-09-30,6.798,10194,"[878, 28, 12]","['Science Fiction', 'Action', 'Adventure']",6.586447478880696,Top
1029235,Azrael,"In a world where no one speaks, a devout female hunts down a young woman who has escaped her imprisonment. Recaptured by its ruthless leaders, Azrael is due to be sacrificed to pacify an ancient evil deep within the surrounding wilderness.",755.032,2024-09-27,6.14,129,"[28, 27, 53]","['Action', 'Horror', 'Thriller']",6.6280837033260545,Top
1094974,Take Cover,A burned-out professional sniper finds himself trapped in an all-glass penthouse by a lethal competitor and must find a way to survive and escape with little to no cover between him and the killer.,669.173,2024-10-04,7.0,56,"[28, 53]","['Action', 'Thriller']",6.5075358880100405,Top
1331375,Dominique,"Dominique, a well-trained assassin, flees from her troubled past in an attempt to begin a new life in South America. However, she soon finds herself in a town plagued with violence and corruption. Facing brutal attacks from the police and mafia, Dominique must decide whether to protect herself or an innocent family that has taken her in.",601.762,2024-10-11,7.3,43,"[28, 53]","['Action', 'Thriller']",6.401522425614659,Top
1371727,Sing: Thriller,"Buster Moon dreams up a star-studded spectacle set to Michael Jackson's ""Thriller"" in this animated short featuring characters from the hit ""Sing"" films.",631.894,2024-10-16,7.37,92,"[16, 10751, 35, 27]","['Animation', 'Family', 'Comedy', 'Horror']",6.450302951565679,Top
976734,Canary Black,"Top level CIA agent Avery Graves is blackmailed by terrorists into betraying her own country to save her kidnapped husband. Cut off from her team, she turns to her underworld contacts to survive and help locate the coveted intelligence that the kidnappers want.",631.691,2024-10-10,6.308,242,"[28, 53, 80]","['Action', 'Thriller', 'Crime']",6.449982151300599,Top
1328814,Amityville: Where the Echo Lives,"When paranormal investigator Heather West receives a call from a terrified woman who claims her house is inhabited by a ghost, she discovers the building has a horrifying history. After a presence from beyond our world reaches out to her, Heather begins to feel a pull to the other side of the spirit plane. Can this hunter of specters deliver an innocent soul to a place of peace and discover an eternal truth in time to save her own life?",607.274,2024-10-28,7.1,7,"[27, 9648]","['Horror', 'Mystery']",6.410625438345133,Top
889737,Joker: Folie à Deux,"While struggling with his dual identity, Arthur Fleck not only stumbles upon true love, but also finds the music that's always been inside him.",677.855,2024-10-01,5.6,1597,"[18, 80, 53]","['Drama', 'Crime', 'Thriller']",6.520407555416529,Top
1287717,Do Not Enter,"Two working class youtubers ‘in the making’ enter an abandoned mansion to get their basketball back, and get lost inside while pranking each other. They record their ‘quick adventure’ with their phones for their audience, and tweak it with a fake phantom appearance to attract more followers to their YouTube channel. When uploaded the video goes viral, so they start a challenge: if the video reaches a certain number of views, they will enter the house again, at night, alone, totally unprotected. As fans react positively, they will do as promised, not only to discover and unveil the true nature of the place and their inhabitants, but to realize they might not be among the living anymore. Which opens a question - how far would you go to be famous?",621.502,2024-08-06,7.623,69,[27],['Horror'],6.433746841185107,Top
1214484,Let Go,A jaded mother makes a last-ditch effort to keep her family together by taking them on a trip to their teenage daughter’s pole dancing competition.,629.974,2024-11-01,8.1,162,[18],['Drama'],6.447264657254886,Top
917496,Beetlejuice Beetlejuice,"After a family tragedy, three generations of the Deetz family return home to Winter River. Still haunted by Betelgeuse, Lydia's life is turned upside down when her teenage daughter, Astrid, accidentally opens the portal to the Afterlife.",546.919,2024-09-04,7.146,1827,"[35, 14, 27]","['Comedy', 'Fantasy', 'Horror']",6.30612746580403,Top
1041317,Battle for the Western Front,"Inspired by Canuck WWI flying ace Billy Bishop, two young soldiers crash the front lines in August 1918. With the Allies detained, their platoon must desperately hold out alongside legendary Anishinaabe sniper Francis ""Peggy"" Pegahmagabow.",821.754,2022-10-06,3.2,3,[10752],['War'],6.7126572495557815,Top
1125510,The Platform 2,"After a mysterious leader imposes his law in a brutal system of vertical cells, a new arrival battles against a dubious food distribution method.",507.353,2024-09-27,5.641,861,"[878, 27]","['Science Fiction', 'Horror']",6.231176088149611,Top
1063877,Don't Move,"A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins.",483.927,2024-10-24,6.412,500,"[53, 27]","['Thriller', 'Horror']",6.183998364144976,Top
592831,Megalopolis,"Genius artist Cesar Catilina seeks to leap the City of New Rome into a utopian, idealistic future, while his opposition, Mayor Franklyn Cicero, remains committed to a regressive status quo, perpetuating greed, special interests, and partisan warfare. Torn between them is socialite Julia Cicero, the mayor’s daughter, whose love for Cesar has divided her loyalties, forcing her to discover what she truly believes humanity deserves.",565.684,2024-09-25,5.6,441,"[18, 878]","['Drama', 'Science Fiction']",6.339801829143681,Top
402431,Wicked,"Elphaba, an ostracized but defiant girl born with green skin, and Glinda, a privileged aristocrat born popular, become extremely unlikely friends in the magical Land of Oz. As the two girls struggle with their opposing personalities, their friendship is tested as both begin to fulfil their destinies as Glinda the Good and The Wicked Witch of the West.",565.117,2024-11-20,7.9,19,"[18, 14, 10749]","['Drama', 'Fantasy', 'Romance']",6.338800770621752,Top
827931,Time Cut,"A teen in 2024 accidentally time-travels to 2003, days before a masked killer murders her sister. Can she change the past without destroying the future?",448.55,2024-10-29,5.582,300,"[27, 878, 53]","['Horror', 'Science Fiction', 'Thriller']",6.108247082430782,Top
791042,Levels,"After witnessing his girlfriend's murder, a man risks everything - including reality itself - to discover the truth.",751.072,2024-11-01,5.8,14,"[28, 878, 53]","['Action', 'Science Fiction', 'Thriller']",6.622832064047461,Top
269509,The Canterville Ghost,"An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.",438.419,2023-09-22,6.6,21,"[16, 35, 10751, 14]","['Animation', 'Comedy', 'Family', 'Fantasy']",6.08545339979854,Top
1063877,Don't Move,"A grieving woman in a secluded forest encounters a killer who injects her with a paralytic drug. As her body shuts down, her fight for survival begins.",483.927,2024-10-24,6.4,500,"[53, 27]","['Thriller', 'Horror']",6.183998364144976,Top
1144962,Transmorphers: Mech Beasts,"20 years after the events of Transmorphers, a newer, more advanced species of alien robot descends on a rebuilt Earth, threatening once again to destroy the planet.",475.157,2023-06-09,5.5,30,"[28, 878]","['Action', 'Science Fiction']",6.165747631781599,Top
1241982,Moana 2,"After receiving an unexpected call from her wayfinding ancestors, Moana journeys alongside Maui and a new crew to the far seas of Oceania and into dangerous, long-lost waters for an adventure unlike anything she's ever faced.",472.07,2024-11-27,0.0,0,"[16, 12, 10751, 35]","['Animation', 'Adventure', 'Family', 'Comedy']",6.159243369085605,Top
1159311,My Hero Academia: You're Next,"In a society devastated by the effects of an all-out war between heroes and villains, a mysterious giant fortress suddenly appears, engulfing towns and people one after another. Then, a man reminiscent of All Might, the 'symbol of peace', stands in front of Izuku and his friends...",460.369,2024-08-02,6.9,51,"[16, 28, 12, 878]","['Animation', 'Action', 'Adventure', 'Science Fiction']",6.134198156659804,Top
420634,Terrifier,A maniacal clown named Art terrorizes three young women on Halloween night and everyone else who stands in his way.,454.255,2018-01-25,6.39,2440,"[27, 53]","['Horror', 'Thriller']",6.120857701523791,Top
827931,Time Cut,"A teen in 2024 accidentally time-travels to 2003, days before a masked killer murders her sister. Can she change the past without destroying the future?",448.55,2024-10-29,5.582,300,"[27, 878, 53]","['Horror', 'Science Fiction', 'Thriller']",6.108247082430782,Top
823219,Flow,"A solitary cat, displaced by a great flood, finds refuge on a boat with various species and must navigate the challenges of adapting to a transformed world together.",447.654,2024-08-29,8.5,241,"[16, 14, 12]","['Animation', 'Fantasy', 'Adventure']",6.106251989340119,Top
957452,The Crow,"Soulmates Eric and Shelly are brutally murdered when the demons of her dark past catch up with them. Given the chance to save his true love by sacrificing himself, Eric sets out to seek merciless revenge on their killers, traversing the worlds of the living and the dead to put the wrong things right.",440.196,2024-08-21,5.9,756,"[28, 14, 27]","['Action', 'Fantasy', 'Horror']",6.089489221155112,Top
269509,The Canterville Ghost,"An American family moves in to the Canterville Chase, a London mansion that has been haunted by ghost Sir Simon De Canterville for 300 years.",438.419,2023-09-22,6.6,21,"[16, 35, 10751, 14]","['Animation', 'Comedy', 'Family', 'Fantasy']",6.08545339979854,Top
1100782,Smile 2,"About to embark on a new world tour, global pop sensation Skye Riley begins experiencing increasingly terrifying and inexplicable events. Overwhelmed by the escalating horrors and the pressures of fame, Skye is forced to face her dark past to regain control of her life before it spirals out of control.",434.041,2024-10-16,6.9,376,"[27, 9648]","['Horror', 'Mystery']",6.075440279520724,Top
1014505,OVERLORD: The Sacred Kingdom,"After twelve years of playing his favorite MMORPG game, Momonga logs in for the last time only to find himself transported into its world playing it indefinitely. Throughout his adventures, his avatar ascends to the title of Sorcerer King Ains Ooal Gown. Once prosperous but now on the brink of ruin, The Sacred Kingdom enjoyed years of peace after construction of an enormous wall protecting them from neighboring invasions. But, one day this comes to an end when the Demon Emperor Jaldabaoth arrives with an army of villainous demi-humans. Fearing invasion of their own lands, the neighboring territory of the Slane Theocracy is forced to beg their enemies at the Sorcerer Kingdom for help. Heeding the call, Momonga, now known as the Sorcerer King Ains Ooal Gown, rallies the Sorcerer Kingdom and its undead army to join the fight alongside the Sacred Kingdom and the Slane Theocracy in hopes to defeat the Demon Emperor.",422.507,2024-09-20,7.6,9,"[28, 12, 16, 14]","['Action', 'Adventure', 'Animation', 'Fantasy']",6.048570042881128,Top
1140648,Double Blind,"After an experimental drug trial goes awry, the test subjects face a terrifying side effect: if you fall asleep you die. Trapped in an isolated facility, panic ensues as they try to escape and somehow stay awake.",415.412,2024-02-09,5.8,76,"[878, 27, 53]","['Science Fiction', 'Horror', 'Thriller']",6.031675154769374,Top
726139,Project Silence,"Due to sudden deteriorating weather conditions, visibility on the Airport Bridge is severely impaired, leaving people stranded and at risk of the bridge collapsing due to a series of chain collisions and explosions. Amidst the chaos, the canine subjects ""Echo"" from the military experiment ""Project Silence,"" who were being transported in secret, break free, and all human survivors become targets of relentless attacks.",405.125,2024-07-11,7.1,227,"[28, 53, 27, 878]","['Action', 'Thriller', 'Horror', 'Science Fiction']",6.006660993989264,Top
928480,Monster Summer,"When a mysterious force begins to disrupt their big summer fun, Noah and his friends team up with a retired police detective to embark on a monstrous adventure to save their island.",400.91,2024-10-04,6.3,30,"[12, 14, 9648, 27]","['Adventure', 'Fantasy', 'Mystery', 'Horror']",5.9962281829570045,Top
663712,Terrifier 2,"A year after the Miles County massacre, Art the Clown is resurrected by a sinister entity. Art returns home, where he must hunt down and destroy teenage Sienna and her younger brother Jonathan on Halloween. As the body count rises, the siblings fight to stay alive while uncovering the true nature of Art's evil intent.",389.745,2022-10-06,6.759,2046,"[27, 53]","['Horror', 'Thriller']",5.968055173314408,Top
947891,My Old Ass,"An 18th birthday mushroom trip brings free-spirited Elliott face-to-face with her wisecracking 39-year-old self. But when Elliott’s ""old ass"" starts handing out warnings about what her younger self should and shouldn't do, Elliott realizes she has to rethink everything about family, love, and what's becoming a transformative summer.",383.412,2024-09-13,6.767,120,"[35, 18, 10749, 878]","['Comedy', 'Drama', 'Romance', 'Science Fiction']",5.951714894090672,Top
1288998,1978,"During the World Cup final between Argentina and Holland, in times of military dictatorship, a group of torturers kidnap a group of young people. What begins as an inhumane interrogation turns into hell: the wrong group has been kidnapped.",382.382,2024-10-16,5.5,2,"[27, 53, 18]","['Horror', 'Thriller', 'Drama']",5.949031881152628,Top
1354627,SpongeBob Squarepants: Kreepaway Kamp,"While at Kamp Koral for a reunion, SpongeBob and the gang are stalked by a mysterious figure lurking in the shadows as campers start disappearing one by one!",379.114,2024-10-10,7.132,53,"[10770, 10751, 35, 27, 16]","['TV Movie', 'Family', 'Comedy', 'Horror', 'Animation']",5.94047120772943,Top
616446,Brothers,"A reformed criminal's attempt at going straight is derailed when he reunites with his sanity-testing twin brother on a road trip for the score of a lifetime. Dodging bullets, the law, and an overbearing mother along the way, they must heal their severed family bond before they end up killing each other.",376.215,2024-10-10,6.1,181,"[28, 35, 80]","['Action', 'Comedy', 'Crime']",5.932815316670643,Top
814889,Never Let Go,"As an evil takes over the world beyond their front doorstep, the only protection for a mother and her twin sons is their house and their family’s protective bond.",372.343,2024-09-18,6.2,202,"[27, 18]","['Horror', 'Drama']",5.922497568142959,Top
1079091,It Ends with Us,"When a woman's first love suddenly reenters her life, her relationship with a charming, but abusive neurosurgeon is upended, and she realizes she must learn to rely on her own strength to make an impossible choice for her future.",354.444,2024-08-07,7.229,1036,"[10749, 18]","['Romance', 'Drama']",5.87336771222177,Top
1255208,Bag of Lies,"Desperate to save his dying wife, Matt turns to The Bag, an ancient relic with dark magic. The cure demands a chilling ritual and strict rules. As his wife heals, Matt's sanity unravels, facing terrifying consequences.",345.838,2024-03-29,6.0,25,"[27, 53]","['Horror', 'Thriller']",5.848857812144739,Top
1151949,The Shadow Strays,"Skilled in the art of killing, a young assassin defies her mentor to save a boy from a ruthless crime syndicate — and she'll destroy anyone in her path.",354.592,2024-09-10,7.4,143,"[28, 80, 53]","['Action', 'Crime', 'Thriller']",5.873784006198832,Top
173705,Female Teacher: In Front of the Students,"The lovely Reiko has taken a new teaching job at a creepy old high school.  She is an extremely attractive woman and the young students in her class have fallen for her.  One night, after tennis practice, she is brutally assaulted in the locker room shower by a man with a stocking over his face.  Left on the floor naked and in shock, she discovers a single puzzle piece left behind by the crazed man.  A few days later, a pair of students enact a perverted sexual revenge on Reiko for kicking someone off the tennis team.  Could one of these students be the man who brutalized her in the locker room?  Who owns the strange puzzle piece?  As the mystery unfolds, Reiko must come to terms with her own sexual urges and fate.",285.333,1982-04-09,7.0,14,"[18, 9648, 27]","['Drama', 'Mystery', 'Horror']",5.657155469171114,Top
748783,The Garfield Movie,"Garfield, the world-famous, Monday-hating, lasagna-loving indoor cat, is about to have a wild outdoor adventure! After an unexpected reunion with his long-lost father – scruffy street cat Vic – Garfield and his canine friend Odie are forced from their perfectly pampered life into joining Vic in a hilarious, high-stakes heist.",320.092,2024-04-30,7.1,1083,"[16, 35, 10751, 12, 28]","['Animation', 'Comedy', 'Family', 'Adventure', 'Action']",5.7717276864282026,Top
464026,Let's Go To Rose Motel,"Seong-soo hasn't had any physical contact with his girlfriend yet after 6 months of being together so he's always excited to see her. One day, Seong-soo succeeds in getting Min-ae into Rose Motel. When he is about to shower, Seong-soo discovers a small hole in the wall leading to the next room and watches the couple next door having intercourse. Seong-soo continues to watch out of curiosity but realizes he just watched celebrity Sara giving sexual favors to a big shot politician...",277.134,2013-08-14,4.0,1,"[18, 10749]","['Drama', 'Romance']",5.628103011947507,Top
482600,Japanese Mom,"""Innocent face, D-cup breasts and perfect intercourse skills! Son, this is not your girlfriend anymore but your mother!""  Ki-ho brings Yuki from Japan to marry her. However, he starts cheating on her with his ex-girlfriend in Korea.  Min-cheol comforted Yuki and thought of her as his daughter-in-law, but one day he realizes he is looking at her as a woman.  In the end, Yuki and Min-cheol have intercourse without Ki-ho knowing...",362.586,2017-02-09,6.0,27,"[10749, 18]","['Romance', 'Drama']",5.896015857711647,Top
718821,Twisters,"As storm season intensifies, the paths of former storm chaser Kate Carter and reckless social-media superstar Tyler Owens collide when terrifying phenomena never seen before are unleashed. The pair and their competing teams find themselves squarely in the paths of multiple storm systems converging over central Oklahoma in the fight of their lives.",311.14,2024-07-10,6.9,1792,"[53, 28]","['Thriller', 'Action']",5.7434518051144074,Top
824003,Diabolik - Who Are You?,"Captured by a ruthless gang of bank robbers, foes Diabolik and Ginko find themselves facing certain death. While Eva Kant and Altea forge an unlikely alliance to rescue their lovers, Diabolik reveals his mysterious past to the Inspector.",310.031,2023-11-30,6.3,102,"[80, 28]","['Crime', 'Action']",5.739892585668258,Top
1104171,Meet Me Next Christmas,"On a quest to meet the man of her dreams, a hopeless romantic races across New York City to find a ticket to a sold-out Pentatonix Christmas concert.",300.519,2024-11-05,6.3,104,"[10749, 35, 10770]","['Romance', 'Comedy', 'TV Movie']",5.708833032423797,Top
1292359,"Hello, Love, Again","Five years on from when Joy said goodbye to Ethan and Hong Kong to pursue her dreams in Canada. After fighting for their love to conquer the time, distance and a global shutdown that kept them apart, Joy and Ethan meet again in Canada but realize that they have also changed a lot, individually.",344.032,2024-11-13,9.0,1,"[10749, 18]","['Romance', 'Drama']",5.843637166353197,Top
1011985,Kung Fu Panda 4,"Po is gearing up to become the spiritual leader of his Valley of Peace, but also needs someone to take his place as Dragon Warrior. As such, he will train a new kung fu practitioner for the spot and will encounter a villain called the Chameleon who conjures villains from the past.",342.143,2024-03-02,7.1,2697,"[16, 10751, 14, 28]","['Animation', 'Family', 'Fantasy', 'Action']",5.838147269904263,Top
1373893,Joni pata de conejo,,296.005,2024-10-11,6.5,5,[28],['Action'],5.6937489736778275,Top
1361292,Cellar Door,"Looking for a fresh start after a miscarriage, a couple find themselves being gifted the house of their dreams with one caveat - they can never open the cellar door. Whether they can live without knowing triggers shocking consequences.",297.309,2024-10-31,6.5,40,[53],['Thriller'],5.698129862034392,Top
1140648,Double Blind,"After an experimental drug trial goes awry, the test subjects face a terrifying side effect: if you fall asleep you die. Trapped in an isolated facility, panic ensues as they try to escape and somehow stay awake.",415.412,2024-02-09,5.8,76,"[878, 27, 53]","['Science Fiction', 'Horror', 'Thriller']",6.031675154769374,Top
1079485,Winnie-the-Pooh: Blood and Honey 2,"Five months following the murders, Christopher Robin struggles to maintain a regular life while dealing with PTSD. However, deep within the 100-Acre-Wood, a destructive rage grows as Pooh, Piglet, Owl, and Tigger find their home and their lives endangered after their existence is revealed.",282.278,2024-03-26,6.19,273,"[27, 53]","['Horror', 'Thriller']",5.646428747626226,Top
762441,A Quiet Place: Day One,"As New York City is invaded by alien creatures who hunt by sound, a woman named Sam fights to survive with her cat.",299.278,2024-06-26,6.8,2116,"[27, 878, 53]","['Horror', 'Science Fiction', 'Thriller']",5.7047087122323745,Top
653346,Kingdom of the Planet of the Apes,"Several generations following Caesar's reign, apes – now the dominant species – live harmoniously while humans have been reduced to living in the shadows. As a new tyrannical ape leader builds his empire, one young ape undertakes a harrowing journey that will cause him to question all he's known about the past and to make choices that will define a future for apes and humans alike.",325.439,2024-05-08,7.112,3183,"[878, 12, 28]","['Science Fiction', 'Adventure', 'Action']",5.7882431012462705,Top
1329336,The Bad Guys: Haunted Heist,The crafty Bad Guys crew embarks on a high-stakes Halloween heist to swipe a priceless amulet from a spooky mansion. What could go wrong?,308.595,2024-10-02,7.19,84,"[16, 35]","['Animation', 'Comedy']",5.73526499171436,Top
592695,Pleasure,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",289.202,2021-10-08,6.2,544,[18],['Drama'],5.6705772322250985,Top
1361292,Cellar Door,"Looking for a fresh start after a miscarriage, a couple find themselves being gifted the house of their dreams with one caveat - they can never open the cellar door. Whether they can live without knowing triggers shocking consequences.",297.309,2024-10-31,6.5,40,[53],['Thriller'],5.698129862034392,Top
365177,Borderlands,"Returning to her home planet, an infamous bounty hunter forms an unexpected alliance with a team of unlikely heroes. Together, they battle monsters and dangerous bandits to protect a young girl who holds the key to unimaginable power.",296.083,2024-08-07,5.849,790,"[28, 878, 35]","['Action', 'Science Fiction', 'Comedy']",5.694011561040131,Top
1373893,Joni pata de conejo,,296.005,2024-10-11,6.5,5,[28],['Action'],5.6937489736778275,Top
823464,Godzilla x Kong: The New Empire,"Following their explosive showdown, Godzilla and Kong must reunite against a colossal undiscovered threat hidden within our world, challenging their very existence – and our own.",295.087,2024-03-27,7.148,3798,"[28, 12, 878]","['Action', 'Adventure', 'Science Fiction']",5.690653330057276,Top
1290287,Hot Frosty,"When a young widow's magic scarf brings a dashing snowman to life, can he help her rediscover romance, laughter and holiday cheer before he melts away?",293.182,2024-11-12,6.592,71,"[10749, 35]","['Romance', 'Comedy']",5.684198623426792,Top
783110,Smugglers,"During the 1970s, in Kunchon, there were women divers who were able to dive without equipment, including two best friends Choon-ja and Jin-sook, Jin-sook's brother and Hammer. They always collected seafood under water for living. But, as fewer factories started to be built near the beach, the women divers started to have trouble with what they were doing for living. Without any choice, the ship crews decided to join the smuggling business in the water to seek a way for their living. But the smuggling business in their village got too big for Jin-sook's family to handle and the peaceful village was gradually broken.",289.652,2023-07-26,6.6,47,"[80, 28]","['Crime', 'Action']",5.67212667525219,Top
592695,Pleasure,"19 year old Linnéa leaves her small town in Sweden and heads for Los Angeles with the aim of becoming the world's next big porn star, but the road to her goal turns out to be bumpier than she imagined.",289.202,2021-10-08,6.2,544,[18],['Drama'],5.6705772322250985,Top
